plot,years,site,plant_id,size_t0,size_t1,surv,no_fl,SL,new_ind
P12,2020 - 2021,Bad Lauchst?dt,160,NA,5,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,160,NA,8,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,162,NA,5,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2142,NA,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2305,NA,5,0,1,16,1
P12,2020 - 2021,Bad Lauchst?dt,2307,NA,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2346,NA,3,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,NA,4,0,1,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,NA,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,NA,3,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2635,NA,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2650,NA,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,0,NA,4,0,0,16,1
P2,2020 - 2021,Bad Lauchst?dt,3398,NA,4,0,0,9,1
P2,2020 - 2021,Bad Lauchst?dt,3399,NA,5,0,0,9,1
P2,2020 - 2021,Bad Lauchst?dt,3400,NA,4,0,0,9,1
P3,2020 - 2021,Bad Lauchst?dt,3401,NA,6,0,0,17,1
P3,2020 - 2021,Bad Lauchst?dt,3402,NA,5,0,0,17,1
P3,2020 - 2021,Bad Lauchst?dt,3403,NA,4,0,0,17,1
P4,2020 - 2021,Bad Lauchst?dt,142,NA,NA,0,0,8,0
P4,2020 - 2021,Bad Lauchst?dt,143,NA,NA,0,0,8,0
P4,2020 - 2021,Bad Lauchst?dt,144,NA,10,0,0,8,1
P5,2020 - 2021,Bad Lauchst?dt,145,NA,5,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3404,NA,4,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3405,NA,7,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3406,NA,4,0,0,7,1
P6,2020 - 2021,Bad Lauchst?dt,146,NA,10,0,2,5,1
P7,2020 - 2021,Bad Lauchst?dt,147,NA,NA,0,0,8,0
P7,2020 - 2021,Bad Lauchst?dt,148,NA,5,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,NA,3,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,NA,4,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,NA,4,0,0,8,1
P8,2020 - 2021,Bad Lauchst?dt,150,NA,NA,0,0,13,0
P8,2020 - 2021,Bad Lauchst?dt,151,NA,4,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,151,NA,5,0,1,13,1
P8,2020 - 2021,Bad Lauchst?dt,152,NA,4,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,153,NA,5,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,3407,NA,4,0,0,13,1
P9,2020 - 2021,Bad Lauchst?dt,154,NA,NA,0,0,9,0
P9,2020 - 2021,Bad Lauchst?dt,155,NA,NA,0,0,9,0
P9,2020 - 2021,Bad Lauchst?dt,159,NA,5,0,1,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,NA,5,0,1,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,NA,5,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,NA,5,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,163,NA,3,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,165,NA,6,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,166,NA,11,0,3,9,1
P9,2020 - 2021,Bad Lauchst?dt,167,NA,4,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2352,NA,7,0,2,9,1
P9,2020 - 2021,Bad Lauchst?dt,2353,NA,4,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,NA,6,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,NA,7,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,NA,7,0,0,9,1
