plot,years,site,plant_id,ind_t0,size_t1,surv,no_fl,SL,new_ind
P10,2020 - 2021,Bad Lauchst?dt,63,1,NA,0,1,9,0
P10,2020 - 2021,Bad Lauchst?dt,60,1,8,1,1,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,2,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,0,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,0,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,0,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,0,9,0
P10,2020 - 2021,Bad Lauchst?dt,168,1,NA,0,0,9,0
P11,2020 - 2021,Bad Lauchst?dt,76,1,6,1,12,9,0
P11,2020 - 2021,Bad Lauchst?dt,77,1,NA,0,3,9,0
P11,2020 - 2021,Bad Lauchst?dt,130,0,5,0,0,9,1
P11,2020 - 2021,Bad Lauchst?dt,79,1,30,1,17,9,0
P11,2020 - 2021,Bad Lauchst?dt,84,1,4,1,2,9,0
P11,2020 - 2021,Bad Lauchst?dt,84,1,4,1,2,9,0
P11,2020 - 2021,Bad Lauchst?dt,85,1,5,1,0,9,0
P11,2020 - 2021,Bad Lauchst?dt,86,0,3,0,0,9,1
P11,2020 - 2021,Bad Lauchst?dt,86,0,3,0,0,9,1
P11,2020 - 2021,Bad Lauchst?dt,90,1,NA,0,3,9,0
P11,2020 - 2021,Bad Lauchst?dt,90,1,NA,0,2,9,0
P11,2020 - 2021,Bad Lauchst?dt,90,1,NA,0,4,9,0
P11,2020 - 2021,Bad Lauchst?dt,171,1,7,1,0,9,0
P11,2020 - 2021,Bad Lauchst?dt,172,1,5,1,0,9,0
P12,2020 - 2021,Bad Lauchst?dt,94,1,2,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,93,1,5,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,92,1,4,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,92,1,4,1,2,24,0
P12,2020 - 2021,Bad Lauchst?dt,96,1,4,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,91,1,NA,0,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,91,1,NA,0,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,97,1,NA,0,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,101,1,NA,0,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,2080,1,4,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,100,1,5,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,111,1,8,1,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,111,0,8,0,0,24,1
P12,2020 - 2021,Bad Lauchst?dt,109,1,8,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,109,1,8,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,88,1,NA,0,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,103,1,7,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,104,1,NA,0,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,107,1,3,1,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,108,1,5,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,98,1,4,1,2,24,0
P12,2020 - 2021,Bad Lauchst?dt,103,0,7,0,0,24,1
P12,2020 - 2021,Bad Lauchst?dt,99,1,11,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,117,1,6,1,4,24,0
P12,2020 - 2021,Bad Lauchst?dt,119,1,NA,0,4,24,0
P12,2020 - 2021,Bad Lauchst?dt,118,1,4,1,5,24,0
P12,2020 - 2021,Bad Lauchst?dt,113,1,NA,0,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,98,1,4,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,119,1,NA,0,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,100,1,5,1,2,24,0
P12,2020 - 2021,Bad Lauchst?dt,100,1,5,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,111,1,8,1,4,24,0
P12,2020 - 2021,Bad Lauchst?dt,109,1,8,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,109,1,8,1,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,88,1,NA,0,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,108,1,5,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,117,1,6,1,3,24,0
P12,2020 - 2021,Bad Lauchst?dt,118,1,4,1,2,24,0
P12,2020 - 2021,Bad Lauchst?dt,156,1,NA,0,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,157,1,5,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,158,1,14,1,2,24,0
P12,2020 - 2021,Bad Lauchst?dt,160,1,8,1,1,24,0
P12,2020 - 2021,Bad Lauchst?dt,160,1,8,1,0,24,0
P12,2020 - 2021,Bad Lauchst?dt,162,1,5,1,0,24,0
P1,2020 - 2021,Bad Lauchst?dt,3397,0,5,0,0,8,1
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,168,0,NA,0,0,19,0
P10,2020 - 2021,Bad Lauchst?dt,2306,0,6,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2306,0,3,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2306,0,5,0,2,19,1
P10,2020 - 2021,Bad Lauchst?dt,2347,0,4,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2347,0,8,0,1,19,1
P10,2020 - 2021,Bad Lauchst?dt,2347,0,4,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2348,0,7,0,1,19,1
P10,2020 - 2021,Bad Lauchst?dt,2636,0,4,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2645,0,13,0,1,19,1
P10,2020 - 2021,Bad Lauchst?dt,2649,0,4,0,0,19,1
P10,2020 - 2021,Bad Lauchst?dt,2651,0,4,0,1,19,1
P11,2020 - 2021,Bad Lauchst?dt,171,0,7,0,1,27,1
P11,2020 - 2021,Bad Lauchst?dt,172,0,5,0,1,27,1
P11,2020 - 2021,Bad Lauchst?dt,2137,0,4,0,0,27,1
P11,2020 - 2021,Bad Lauchst?dt,2141,0,4,0,0,27,1
P11,2020 - 2021,Bad Lauchst?dt,2503,0,4,0,0,27,1
P12,2020 - 2021,Bad Lauchst?dt,156,0,NA,0,0,16,0
P12,2020 - 2021,Bad Lauchst?dt,157,0,5,0,2,16,1
P12,2020 - 2021,Bad Lauchst?dt,158,0,14,0,1,16,1
P12,2020 - 2021,Bad Lauchst?dt,160,0,5,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,160,0,8,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,162,0,5,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2142,0,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2305,0,5,0,1,16,1
P12,2020 - 2021,Bad Lauchst?dt,2307,0,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2346,0,3,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,0,4,0,1,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,0,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2481,0,3,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2635,0,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,2650,0,4,0,0,16,1
P12,2020 - 2021,Bad Lauchst?dt,0,0,4,0,0,16,1
P2,2020 - 2021,Bad Lauchst?dt,3398,0,4,0,0,9,1
P2,2020 - 2021,Bad Lauchst?dt,3399,0,5,0,0,9,1
P2,2020 - 2021,Bad Lauchst?dt,3400,0,4,0,0,9,1
P3,2020 - 2021,Bad Lauchst?dt,3401,0,6,0,0,17,1
P3,2020 - 2021,Bad Lauchst?dt,3402,0,5,0,0,17,1
P3,2020 - 2021,Bad Lauchst?dt,3403,0,4,0,0,17,1
P4,2020 - 2021,Bad Lauchst?dt,142,0,NA,0,0,8,0
P4,2020 - 2021,Bad Lauchst?dt,143,0,NA,0,0,8,0
P4,2020 - 2021,Bad Lauchst?dt,144,0,10,0,0,8,1
P5,2020 - 2021,Bad Lauchst?dt,145,0,5,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3404,0,4,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3405,0,7,0,0,7,1
P5,2020 - 2021,Bad Lauchst?dt,3406,0,4,0,0,7,1
P6,2020 - 2021,Bad Lauchst?dt,146,0,10,0,2,5,1
P7,2020 - 2021,Bad Lauchst?dt,147,0,NA,0,0,8,0
P7,2020 - 2021,Bad Lauchst?dt,148,0,5,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,0,3,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,0,4,0,0,8,1
P7,2020 - 2021,Bad Lauchst?dt,149,0,4,0,0,8,1
P8,2020 - 2021,Bad Lauchst?dt,150,0,NA,0,0,13,0
P8,2020 - 2021,Bad Lauchst?dt,151,0,4,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,151,0,5,0,1,13,1
P8,2020 - 2021,Bad Lauchst?dt,152,0,4,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,153,0,5,0,0,13,1
P8,2020 - 2021,Bad Lauchst?dt,3407,0,4,0,0,13,1
P9,2020 - 2021,Bad Lauchst?dt,154,0,NA,0,0,9,0
P9,2020 - 2021,Bad Lauchst?dt,155,0,NA,0,0,9,0
P9,2020 - 2021,Bad Lauchst?dt,159,0,5,0,1,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,0,5,0,1,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,0,5,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,161,0,5,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,163,0,3,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,165,0,6,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,166,0,11,0,3,9,1
P9,2020 - 2021,Bad Lauchst?dt,167,0,4,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2352,0,7,0,2,9,1
P9,2020 - 2021,Bad Lauchst?dt,2353,0,4,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,0,6,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,0,7,0,0,9,1
P9,2020 - 2021,Bad Lauchst?dt,2354,0,7,0,0,9,1
